timestamp,value
0,306
10,367
20,413
30,451
40,490
50,2833
60,0
70,2415
80,0
90,2137
100,0
110,1970
120,0
130,1732
140,0
150,1514
160,0
170,1767
180,0
190,3383
200,0
210,795
220,0
230,1711
240,0
250,1723
260,0
270,1855
280,0
290,2154
300,0
310,2313
320,0
330,2603
340,0
350,2908
360,0
370,3287
380,0
390,3511
400,0
410,3536
420,0
430,3423
440,0
450,3136
460,0
470,3150
480,0
490,3218
500,0
510,3399
520,0
530,3645
540,0
550,3728
560,0
570,4095
580,0
590,4095
600,0
610,4095
620,0
630,4095
640,0
650,4095
660,0
670,4095
680,0
690,4095
700,0
710,4095
720,0
730,4095
740,0
750,4095
760,0
770,4095
780,0
790,4095
800,0
810,4095
820,0
830,4095
840,0
850,4095
860,0
870,4095
880,1387
890,4095
900,0
910,4095
920,0
930,4095
940,0
950,4095
960,0
970,4095
980,0
990,4095
1000,4095
1010,4095
1020,4095
1030,4095
1040,4095
1050,4095
1060,2982
1070,4095
1080,2677
1090,4095
1100,1586
1110,4095
1120,1104
1130,4095
1140,307
1150,4095
1160,0
1170,4095
1180,0
1190,4095
1200,0
1210,4095
1220,0
1230,4095
1240,0
1250,4095
1260,0
1270,4095
1280,0
1290,4095
1300,0
1310,4095
1320,0
1330,4095
1340,0
1350,4095
1360,0
1370,4095
1380,0
1390,4095
1400,0
1410,4095
1420,0
1430,4095
1440,0
1450,4095
1460,0
1470,4095
1480,0
1490,4095
1500,0
1510,4095
1520,0
1530,4095
1540,0
1550,4095
1560,0
1570,4095
1580,0
1590,4095
1600,0
1610,4095
1620,706
1630,4095
1640,0
1650,4095
1660,0
1670,4095
1680,0
1690,4095
1700,0
1710,4095
1720,0
1730,4095
1740,0
1750,4095
1760,0
1770,4095
1780,0
1790,4095
1800,0
1810,4095
1820,0
1830,4095
1840,0
1850,4095
1860,0
1870,4095
1880,0
1890,4095
1900,0
1910,4095
1920,0
1930,4095
1940,0
1950,4095
1960,0
1970,4095
1980,0
1990,4095
2000,4095
2010,4095
2020,4095
2030,4095
2040,4095
2050,4095
2060,1753
2070,4095
2080,1121
2090,4095
2100,839
2110,4095
2120,707
2130,4095
2140,364
2150,4095
2160,0
2170,4095
2180,0
2190,4095
2200,0
2210,4095
2220,0
2230,4095
2240,0
2250,4095
2260,0
2270,4095
2280,0
2290,4095
2300,0
2310,4095
2320,1039
2330,4095
2340,0
2350,3712
2360,0
2370,3984
2380,0
2390,3965
2400,0
2410,3984
2420,0
2430,3983
2440,0
2450,4095
2460,0
2470,4095
2480,0
2490,4095
2500,0
2510,4095
2520,0
2530,4095
2540,0
2550,4095
2560,0
2570,4095
2580,0
2590,4041
2600,0
2610,3966
2620,0
2630,4026
2640,0
2650,4094
2660,0
2670,4095
2680,0
2690,4095
2700,0
2710,4095
2720,0
2730,4095
2740,0
2750,4095
2760,32
2770,4095
2780,73
2790,4095
2800,150
2810,4095
2820,267
2830,4095
2840,464
2850,4095
2860,464
2870,4095
2880,351
2890,4095
2900,353
2910,4095
2920,360
2930,4095
2940,346
2950,4095
2960,385
2970,4095
2980,419
2990,4095
3000,4095
3010,4095
3020,4095
3030,4095
3040,4095
3050,4095
3060,2255
3070,4095
3080,1957
3090,4095
3100,1530
3110,4095
3120,1210
3130,4095
3140,884
3150,4095
3160,829
3170,4082
3180,668
3190,4074
3200,677
3210,4016
3220,688
3230,3967
3240,624
3250,3895
3260,496
3270,3657
3280,354
3290,3415
3300,220
3310,3223
3320,162
3330,3058
3340,197
3350,3052
3360,198
3370,3042
3380,206
3390,3010
3400,215
3410,2986
3420,256
3430,2989
3440,272
3450,2947
3460,291
3470,2971
3480,322
3490,2969
3500,368
3510,2975
3520,384
3530,2978
3540,421
3550,3065
3560,598
3570,3177
3580,596
3590,3120
3600,411
3610,2625
3620,230
3630,2377
3640,179
3650,2198
3660,144
3670,2128
3680,149
3690,2125
3700,146
3710,2128
3720,197
3730,2103
3740,217
3750,2478
3760,1687
3770,2686
3780,4
3790,2038
3800,430
3810,2163
3820,397
3830,2240
3840,463
3850,2314
3860,547
3870,2406
3880,659
3890,2493
3900,781
3910,2630
3920,976
3930,2784
3940,1114
3950,2868
3960,1230
3970,2896
3980,1295
3990,4095
4000,4095
4010,4095
4020,4095
4030,4095
4040,4095
4050,4031
4060,2709
4070,3503
4080,2367
4090,3331
4100,2159
4110,3121
4120,1921
4130,2915
4140,1767
4150,2785
4160,1648
4170,2622
4180,1456
4190,2485
4200,1331
4210,2349
4220,1232
4230,2209
4240,1209
4250,2161
4260,1003
4270,2180
4280,1473
4290,2158
4300,1423
4310,2096
4320,1268
4330,1953
4340,1238
4350,1954
4360,1316
4370,1914
4380,1305
4390,1910
4400,1319
4410,1899
4420,1427
4430,1872
4440,1460
4450,1885
4460,1563
4470,2650
4480,3193
4490,1863
4500,1283
4510,1875
4520,1702
4530,1856
4540,1663
4550,1847
4560,1734
4570,1845
4580,1791
4590,1901
4600,1904
4610,1191
4620,1126
4630,1058
4640,1009
4650,953
4660,2205
4670,2047
4680,2278
4690,2020
4700,2285
4710,1881
4720,2157
4730,1689
4740,1931
4750,1535
4760,1829
4770,1446
4780,1827
4790,1413
4800,1927
4810,1440
4820,1997
4830,1371
4840,2043
4850,1446
4860,2101
4870,1535
4880,2126
4890,1424
4900,2182
4910,1381
4920,2224
4930,1371
4940,2251
4950,1403
4960,2315
4970,1471
4980,2530
4990,4095
5000,4095
5010,4095
5020,4095
5030,4095
5040,4095
5050,3063
5060,4095
5070,2598
5080,3806
5090,2297
5100,3499
5110,2017
5120,3256
5130,1785
5140,3056
5150,1569
5160,2896
5170,1799
5180,4095
5190,2386
5200,2369
5210,904
5220,2687
5230,921
5240,2523
5250,823
5260,2478
5270,778
5280,2485
5290,753
5300,2506
5310,761
5320,2496
5330,787
5340,2684
5350,898
5360,2800
5370,939
5380,2911
5390,926
5400,2915
5410,791
5420,2821
5430,603
