timestamp,value
3210,2366
3220,1831
3230,2352
3240,1716
3250,2301
3260,1746
3270,2329
3280,1719
3290,2210
3300,1839
3310,2237
3320,1782
3330,2303
3340,1723
3350,2264
3360,1776
3370,2261
3380,1759
3390,2218
3400,1795
3410,2226
3420,1729
3430,2207
3440,1727
3450,2100
3460,1793
3470,2288
3480,1805
3490,2205
3500,1808
3510,2064
3520,1731
3530,1990
3540,1803
3550,2154
3560,1762
3570,2115
3580,2032
3590,2167
3600,1951
3610,2207
3620,2007
3630,2221
3640,1971
3650,2423
3660,3203
3670,3127
3680,1427
3690,2099
3700,2064
3710,2125
3720,2047
3730,2203
3740,2072
3750,2202
3760,2074
3770,2234
3780,2126
3790,2373
3800,2315
3810,2388
3820,2386
3830,2559
3840,2423
3850,2621
3860,2544
3870,2578
3880,2582
3890,2440
3900,2496
3910,2368
3920,2367
3930,2300
3940,2303
3950,2176
3960,2283
3970,2192
3980,2205
3990,3033
4000,3015
4010,2993
4020,3010
4030,2991
4040,3002
4050,2537
4060,2473
4070,2369
4080,2480
4090,2278
4100,2354
4110,2199
4120,2382
4130,2164
4140,2342
4150,2183
4160,2323
4170,2096
4180,2447
4190,2178
4200,2304
4210,2125
4220,2192
4230,1899
4240,2192
4250,1888
4260,2155
4270,1866
4280,2175
4290,1855
4300,2207
4310,1771
4320,2176
4330,1871
4340,2096
4350,1888
4360,2181
4370,1822
4380,1824
4390,1840
4400,1856
4410,1851
4420,2225
4430,1795
4440,2170
4450,1763
4460,2278
4470,1824
4480,2279
4490,1888
4500,2327
4510,1904
4520,2384
4530,1993
4540,2459
4550,2022
4560,2559
4570,2032
4580,2621
4590,2078
4600,2543
4610,1977
4620,2398
4630,1728
4640,2198
4650,1552
4660,2059
4670,1451
4680,1959
4690,1399
4700,1986
4710,1425
4720,1949
4730,1365
4740,1974
4750,1429
4760,1926
4770,1407
4780,1955
4790,1339
4800,1974
4810,1392
4820,1945
4830,1413
4840,1996
4850,1360
4860,1959
4870,1362
4880,1942
4890,1392
4900,2036
4910,1520
4920,2075
4930,1458
4940,1990
4950,1320
4960,1951
4970,1328
4980,1890
4990,1968
5000,1972
5010,1968
5020,1958
5030,1953
5040,1916
5050,1666
5060,2257
5070,1616
5080,2193
5090,1870
5100,3719
5110,2288
5120,1585
5130,1431
5140,2162
5150,1375
5160,2055
5170,1331
5180,2047
5190,1408
5200,2015
5210,1386
5220,2082
5230,1408
5240,2101
5250,1456
5260,2186
5270,1568
5280,2243
5290,1666
5300,2293
5310,1697
5320,2309
5330,1615
5340,2223
5350,1507
5360,2059
5370,1381
5380,1962
5390,1347
5400,1982
5410,1426
5420,2031
5430,1501
5440,2158
5450,1552
5460,2194
5470,1643
5480,2251
5490,1712
5500,2369
5510,1795
5520,2352
5530,1805
5540,2395
5550,1829
5560,2357
5570,1914
5580,2401
5590,1920
5600,2544
5610,2121
5620,2559
5630,2100
5640,2522
5650,1965
5660,2461
5670,2006
5680,2494
5690,2086
5700,2559
5710,2093
5720,2630
5730,2187
5740,2638
5750,2214
5760,2718
5770,2242
5780,2667
5790,2486
5800,4095
5810,3637
5820,2223
5830,2262
5840,2966
5850,2375
5860,2811
5870,2499
5880,2895
5890,2527
5900,2895
5910,2653
5920,2962
5930,2730
5940,3157
5950,2778
5960,3216
5970,2935
5980,3439
5990,3239
6000,3280
6010,3248
6020,3235
6030,3239
6040,3231
6050,3325
6060,3390
6070,3106
6080,3338
6090,3010
6100,3250
6110,3008
6120,3363
6130,3070
6140,3382
6150,3209
6160,3409
6170,3219
6180,3415
6190,3295
6200,3671
6210,3402
6220,3602
6230,3442
6240,3632
6250,3472
6260,3731
6270,3612
6280,3776
6290,3632
6300,3797
6310,4095
6320,4095
6330,4095
6340,4095
6350,4061
6360,3941
6370,4050
6380,4043
6390,4095
6400,4095
6410,4095
6420,4095
6430,4095
6440,4095
6450,4095
6460,4095
6470,4095
6480,4095
6490,4095
6500,4095
6510,4095
6520,4095
6530,4095
6540,4095
6550,4095
6560,4095
6570,4095
6580,4095
6590,4095
6600,4095
6610,4095
6620,4095
6630,4095
6640,4095
6650,4095
6660,4095
6670,4095
6680,4095
6690,4095
6700,4095
6710,4095
6720,4095
6730,4095
6740,4095
6750,4095
6760,4095
6770,4095
6780,4095
6790,4095
6800,4095
6810,4095
6820,4095
6830,4095
6840,4095
6850,4095
6860,4095
6870,4095
6880,3527
6890,4016
6900,3260
6910,3675
6920,2978
6930,3399
6940,2773
6950,3285
6960,2559
6970,2989
6980,2388
6990,2368
7000,2374
7010,2399
7020,2405
7030,2433
7040,2423
7050,2739
7060,1817
7070,2335
7080,1726
7090,2209
7100,1531
7110,2084
7120,1392
7130,1892
7140,1251
7150,1773
7160,1153
7170,1648
7180,1009
7190,1759
7200,1979
7210,2681
7220,333
7230,1229
7240,809
7250,1282
7260,599
7270,1232
7280,550
7290,1167
7300,525
7310,1117
7320,479
7330,1104
7340,438
7350,1131
7360,439
7370,1153
7380,479
7390,1225
7400,496
7410,1191
7420,418
7430,1128
7440,277
7450,915
7460,142
7470,715
7480,0
7490,674
7500,0
7510,656
7520,0
7530,655
7540,0
7550,662
7560,1
7570,731
7580,19
7590,759
7600,64
7610,784
7620,89
7630,820
7640,128
7650,837
7660,160
7670,845
7680,255
7690,1067
7700,337
7710,1040
7720,386
7730,961
7740,272
7750,942
7760,334
7770,995
7780,399
7790,1100
7800,450
7810,1138
7820,525
7830,1197
7840,541
7850,1252
7860,621
7870,1285
7880,1065
7890,2931
7900,1015
7910,875
7920,816
7930,1469
7940,799
7950,1402
7960,896
7970,1510
7980,949
7990,2217
8000,2224
8010,2201
8020,2231
8030,2243
8040,2240
8050,2106
8060,1379
8070,2019
8080,1467
8090,2002
8100,1439
8110,1927
8120,1400
8130,1818
8140,1197
8150,1603
8160,1063
8170,1442
8180,1010
8190,1454
8200,939
8210,1489
8220,1067
8230,1529
8240,1064
8250,1535
8260,1117
8270,1581
8280,1140
8290,1554
8300,1187
8310,1587
8320,1166
8330,1567
8340,1191
8350,1594
8360,1198
8370,1590
8380,1296
8390,1735
8400,1389
8410,1776
8420,1389
8430,1591
8440,1273
8450,1531
8460,1297
8470,1522
8480,1270
8490,1569
8500,1328
8510,1585
8520,1367
8530,1807
8540,1787
8550,1778
8560,1762
8570,1744
8580,1724
8590,1719
8600,1709
8610,959
8620,1235
8630,1552
8640,1296
8650,1443
8660,1337
8670,1431
8680,1441
8690,1493
8700,1502
8710,1562
8720,1596
8730,1603
8740,1655
8750,1705
8760,1744
8770,1809
8780,1794
8790,1827
8800,1850
8810,1777
8820,1847
8830,1702
8840,1659
8850,1530
8860,1508
8870,1345
8880,1459
8890,1375
8900,1449
8910,1359
8920,1476
8930,1361
8940,1501
8950,1328
8960,1553
8970,1390
8980,1500
8990,2186
9000,2169
9010,2171
9020,2162
9030,2160
9040,2144
9050,1665
9060,1822
9070,1577
9080,1840
9090,1584
9100,1939
9110,1621
9120,1899
9130,1504
9140,1714
9150,1333
9160,1690
9170,1345
9180,1666
9190,1321
9200,1644
9210,1321
9220,1705
9230,1315
9240,1735
9250,1343
9260,1742
9270,1300
9280,1809
9290,1694
9300,3259
9310,1858
9320,1271
9330,1349
9340,1901
9350,1336
9360,1859
9370,1383
9380,1936
9390,1430
9400,1913
9410,1503
9420,1985
9430,1505
9440,2082
9450,1582
9460,2118
9470,1621
9480,2220
9490,1728
9500,2241
9510,1765
9520,2256
9530,1661
9540,2144
9550,1471
9560,1970
9570,1327
9580,1870
9590,1328
9600,1840
9610,1292
9620,1872
9630,1336
9640,1939
9650,1300
9660,1957
9670,1392
9680,1967
9690,1330
9700,1999
9710,1395
9720,2000
9730,1358
9740,2010
9750,1433
9760,2067
9770,1394
9780,2060
9790,1461
9800,2163
9810,1476
9820,2109
9830,1430
9840,2034
9850,1318
9860,2000
9870,1387
9880,1979
9890,1354
9900,2026
9910,1483
9920,2047
9930,1411
9940,2091
9950,1456
9960,2123
9970,1436
9980,2210
9990,2105
10000,2096
10010,2087
10020,2093
10030,2032
10040,2076
10050,1897
10060,2484
10070,1831
10080,2482
10090,1823
10100,2480
10110,1787
10120,2448
10130,1792
10140,2429
10150,1769
10160,2439
10170,1829
10180,2454
10190,1857
10200,2485
10210,1802
10220,2378
10230,1655
10240,2195
10250,1490
10260,1973
10270,1264
10280,1873
10290,1235
10300,1842
10310,1213
10320,1920
10330,1275
10340,1904
10350,1307
10360,1904
10370,1340
10380,1891
10390,1302
10400,1883
10410,1343
10420,1890
10430,1371
10440,1936
10450,1405
10460,1920
10470,1394
10480,1898
10490,1438
10500,1937
10510,1535
10520,2094
10530,1573
10540,2075
10550,1525
10560,1935
10570,1453
10580,1886
10590,1462
10600,1929
10610,1487
10620,1935
10630,1488
10640,1996
10650,1583
10660,2010
10670,1647
10680,2034
10690,1619
10700,2112
10710,2537
10720,3487
10730,1246
10740,1779
10750,1759
10760,1964
10770,1655
10780,1984
10790,1666
10800,1984
10810,1685
10820,1973
10830,1758
10840,2036
10850,1766
10860,2058
10870,1844
10880,2123
10890,1878
10900,2159
10910,1915
10920,2179
10930,1925
10940,2059
10950,1827
10960,1866
10970,1636
10980,1712
10990,1639
11000,1650
11010,1646
11020,1648
11030,1629
11040,1648
11050,1907
11060,1889
11070,1862
11080,1915
11090,1759
11100,1894
11110,1776
11120,1759
11130,1673
11140,1744
11150,1685
11160,1616
11170,1648
11180,1629
11190,1616
11200,1553
11210,1577
11220,1510
11230,1600
11240,1498
11250,1584
11260,1627
11270,1755
11280,1585
11290,1732
11300,1513
11310,1535
11320,1439
11330,1572
11340,1403
11350,1592
11360,1447
11370,1609
11380,1429
11390,1686
11400,1433
11410,1695
11420,1472
11430,1709
11440,1520
11450,1849
11460,2420
11470,3169
11480,1160
11490,1591
11500,1650
11510,1826
11520,1552
11530,1911
11540,1635
11550,1956
11560,1659
11570,2009
11580,1674
11590,2057
11600,1725
11610,2210
11620,1790
11630,2277
11640,1901
11650,2323
11660,1961
11670,2336
11680,1958
11690,2318
11700,1794
11710,2195
11720,1624
11730,1969
11740,1472
11750,1887
11760,1413
11770,1924
11780,1443
11790,1947
11800,1492
11810,1950
11820,1503
11830,2059
11840,1520
11850,2038
11860,1526
11870,2073
11880,1589
11890,2083
11900,1565
11910,2078
11920,1593
11930,2116
11940,1568
11950,2128
11960,1566
11970,2165
11980,1595
11990,2225
12000,2241
12010,2254
12020,2271
12030,2273
12040,2291
12050,2610
12060,1788
12070,2448
12080,1760
12090,2359
12100,1786
12110,2340
12120,1741
12130,2346
12140,1687
12150,2281
12160,1713
12170,2309
12180,1675
12190,2930
12200,3168
12210,2128
12220,1267
12230,2345
12240,1583
12250,2207
12260,1600
12270,2217
12280,1600
12290,2256
12300,1616
12310,2307
12320,1664
12330,2301
12340,1679
12350,2384
12360,1773
12370,2420
12380,1792
12390,2336
12400,2320
12410,2338
12420,2295
12430,2307
12440,1585
12450,2106
12460,1376
12470,1875
12480,1274
12490,1806
12500,1162
12510,1823
12520,1163
12530,1871
12540,1198
12550,1850
12560,1232
12570,1926
12580,1316
12590,1950
12600,1344
12610,1939
12620,1347
12630,1977
12640,1350
12650,1971
12660,1369
12670,1966
12680,1372
12690,2001
12700,1439
12710,2125
12720,1488
12730,2151
12740,1474
12750,1994
12760,1334
12770,1943
12780,1403
12790,1946
12800,1405
12810,1981
12820,1474
12830,2011
12840,1475
12850,2053
12860,1554
12870,2064
12880,1521
12890,2114
12900,1870
12910,3682
12920,2326
12930,1553
12940,1533
12950,2173
12960,1600
12970,2090
12980,1657
12990,2816
13000,2853
13010,2871
13020,2854
13030,2832
13040,2862
13050,2647
13060,2018
13070,2485
13080,2104
13090,2482
13100,2076
13110,2437
13120,2037
13130,2366
13140,1914
13150,2195
13160,1721
13170,1936
13180,1520
13190,1781
13200,1417
13210,1698
13220,1408
13230,1687
13240,1401
13250,1699
13260,1397
13270,1648
13280,1459
13290,1688
13300,1427
13310,1690
13320,1423
13330,1627
13340,1436
13350,1623
13360,1424
13370,1596
13380,1456
13390,1568
13400,1455
13410,1585
13420,1564
13430,1710
13440,1602
13450,1690
13460,1515
13470,1486
13480,1404
13490,1499
13500,1450
13510,1535
13520,1467
13530,1527
13540,1577
13550,1558
13560,1553
13570,1586
13580,1614
13590,1562
13600,1615
13610,1741
13620,2475
13630,3114
13640,1418
13650,1405
13660,1891
13670,1677
13680,1787
13690,1706
13700,1821
13710,1744
13720,1891
13730,1746
13740,1997
13750,1797
13760,1985
13770,1890
13780,2077
13790,1924
13800,2186
13810,2003
13820,2225
13830,1974
13840,2128
13850,1959
13860,2111
13870,1721
13880,1904
13890,1517
13900,1775
13910,1426
13920,1737
13930,1371
13940,1750
13950,1472
13960,1751
13970,1435
13980,1803
13990,2297
14000,2326
14010,2310
14020,2269
14030,2256
14040,2256
14050,1778
14060,2079
14070,1739
14080,2097
14090,1715
14100,2099
14110,1621
14120,2085
14130,1657
14140,2224
14150,1681
14160,2144
14170,1607
14180,2058
14190,1488
14200,1974
14210,1488
14220,1979
14230,1477
14240,2016
14250,1450
14260,2000
14270,1523
14280,2068
14290,1495
14300,2068
14310,1511
14320,2046
14330,1845
14340,3713
14350,2155
14360,1630
14370,1607
14380,2224
14390,1555
14400,2190
14410,1584
14420,2210
14430,1649
14440,2233
14450,1658
14460,2290
14470,1712
14480,2322
14490,1750
14500,2407
14510,1834
14520,2471
14530,1883
14540,2528
14550,1907
14560,2483
14570,1840
14580,2351
14590,1607
14600,2192
14610,1454
14620,2006
14630,1393
14640,2041
14650,1363
14660,2023
14670,1381
14680,2082
14690,1423
14700,2096
14710,1453
14720,2098
14730,1463
14740,2162
14750,1488
14760,2133
14770,1505
14780,2161
14790,1507
14800,2150
14810,1488
14820,2159
14830,1502
14840,2183
14850,1649
14860,2273
14870,1635
14880,2286
14890,1535
14900,2128
14910,1471
14920,2102
14930,1478
14940,2114
14950,1514
14960,2162
14970,1518
14980,2166
14990,2576
15000,2559
15010,2589
15020,2559
15030,2559
15040,2582
15050,2983
15060,3743
15070,1285
15080,2203
15090,1869
15100,2266
15110,1739
15120,2315
15130,1713
15140,2314
15150,1738
15160,2325
15170,1792
15180,2378
15190,1824
15200,2378
15210,1869
15220,2432
15230,1947
15240,2490
15250,1950
15260,2480
15270,1925
15280,2384
15290,1815
15300,2203
15310,1607
15320,2005
15330,1513
15340,1948
15350,1424
15360,1938
15370,1478
15380,1927
15390,1489
15400,1974
15410,1535
15420,1938
15430,1535
15440,1935
15450,1535
15460,1951
15470,1527
15480,1909
15490,1527
15500,1912
15510,1587
15520,1882
15530,1552
15540,1993
15550,1713
15560,1962
15570,1664
15580,1857
15590,1535
15600,1815
15610,1554
15620,1872
15630,1598
15640,1881
15650,1683
15660,1901
15670,1698
15680,1913
15690,1727
15700,1950
15710,1767
15720,1936
15730,1914
15740,2890
15750,3312
15760,1589
15770,1579
15780,2094
15790,1870
15800,1920
15810,1917
15820,1973
15830,1930
15840,1999
15850,1929
15860,2056
15870,2031
15880,2071
15890,2078
15900,2128
15910,2168
15920,2159
15930,2239
15940,2215
15950,2221
15960,2192
15970,2187
15980,2043
15990,1753
16000,1751
16010,1754
16020,1761
16030,1775
16040,1780
16050,2060
16060,1721
16070,1881
16080,1714
16090,1879
16100,1727
16110,2123
16120,2192
16130,2090
16140,2128
16150,2128
16160,1670
16170,1901
16180,1670
16190,1877
16200,1648
16210,1893
16220,1634
16230,1947
16240,1776
16250,1986
16260,1776
16270,1957
16280,1585
16290,1814
16300,1574
16310,1889
16320,1573
16330,1906
16340,1530
16350,1937
16360,1572
16370,1970
16380,1572
16390,2003
16400,1584
16410,2011
16420,1680
16430,2557
16440,3214
16450,2112
16460,1201
16470,2147
16480,1669
16490,2074
16500,1648
16510,2128
16520,1666
16530,2170
16540,1718
16550,2211
16560,1764
16570,2273
16580,1771
16590,2299
16600,1860
16610,2397
16620,1892
16630,2414
16640,1906
16650,2448
16660,1834
16670,2320
16680,1707
16690,2110
16700,1498
16710,1990
16720,1390
16730,1959
16740,1357
16750,1962
16760,1343
16770,1975
16780,1379
16790,1952
16800,1392
16810,1971
16820,1386
16830,2035
16840,1392
16850,2004
16860,1378
16870,1987
16880,1363
16890,2025
16900,1392
16910,2001
16920,1461
16930,2190
16940,1526
16950,2160
16960,1469
16970,2019
16980,1347
16990,2161
17000,2173
17010,2185
17020,2192
17030,2197
17040,2208
17050,2321
17060,1459
17070,2190
17080,1511
17090,2130
17100,1456
17110,2134
17120,1808
17130,3803
17140,1957
17150,1662
17160,1489
17170,2210
17180,1487
17190,2160
17200,1510
17210,2178
17220,1568
17230,2196
17240,1594
17250,2256
17260,1611
17270,2307
17280,1710
17290,2311
17300,1766
17310,2431
17320,1819
17330,2457
17340,1840
17350,2397
17360,1709
17370,2234
17380,1535
17390,2030
17400,1345
17410,1939
17420,1325
17430,1882
17440,1328
17450,1894
17460,1370
17470,1937
17480,1374
17490,1953
17500,1431
17510,1940
17520,1447
17530,1982
17540,1456
17550,2019
17560,1461
17570,1990
17580,1466
17590,1963
17600,1535
17610,2129
17620,1564
17630,2077
17640,1514
17650,1964
17660,1424
17670,1858
17680,1472
17690,1887
17700,1477
17710,1890
17720,1463
17730,1920
17740,1503
17750,1935
17760,1574
17770,1959
17780,1582
17790,1974
17800,1887
17810,3511
17820,2179
17830,1469
17840,1571
17850,2003
17860,1611
17870,1958
17880,1670
17890,1945
17900,1698
17910,1995
17920,1774
17930,2039
17940,1811
17950,2079
17960,1808
17970,2167
17980,1957
17990,2674
18000,2657
18010,2653
18020,2657
18030,2682
18040,2689
18050,2256
18060,1794
18070,1899
18080,1664
18090,1744
18100,1609
18110,1729
18120,1584
18130,1717
18140,1626
18150,1680
18160,1680
18170,1727
18180,1685
18190,1750
18200,1714
18210,1775
18220,1726
18230,1808
18240,1797
18250,1763
18260,1856
18270,1866
18280,1975
18290,1856
18300,1948
18310,1881
18320,1829
18330,1703
18340,1782
18350,1698
18360,1839
18370,1678
18380,1829
18390,1729
18400,1875
18410,1741
18420,1936
18430,1822
18440,1948
18450,1766
18460,2000
18470,2030
18480,3439
18490,2658
18500,1473
18510,1693
18520,2151
18530,1779
18540,2092
18550,1813
18560,2122
18570,1903
18580,2165
18590,1904
18600,2267
18610,1965
18620,2304
18630,1987
18640,2371
18650,2087
18660,2460
18670,2139
18680,2503
18690,2096
18700,2465
18710,1968
18720,2279
18730,1792
18740,2130
18750,1615
18760,2021
18770,1531
18780,2047
18790,1581
18800,2080
18810,1616
18820,2081
18830,1616
18840,2145
18850,1616
18860,2173
18870,1599
18880,2189
18890,1623
18900,2202
18910,1629
18920,2176
18930,1616
18940,2189
18950,1581
18960,2189
18970,1616
18980,2256
18990,2263
19000,2238
19010,2225
19020,2203
19030,2193
19040,2189
19050,1746
19060,2275
19070,1668
19080,2265
19090,1591
19100,2256
19110,1612
19120,2224
19130,1535
19140,2235
19150,1552
19160,2214
19170,1535
19180,2579
19190,3035
19200,2633
19210,1014
19220,2218
19230,1593
19240,2190
19250,1520
19260,2187
19270,1533
19280,2201
19290,1535
19300,2271
19310,1627
19320,2269
19330,1650
19340,2336
19350,1717
19360,2383
19370,1808
19380,2464
19390,1803
19400,2428
19410,1755
19420,2349
19430,1568
19440,2160
19450,1405
19460,1987
19470,1232
19480,1935
19490,1262
19500,1921
19510,1278
19520,1915
19530,1314
19540,1971
19550,1337
19560,1965
19570,1345
19580,2021
19590,1352
19600,2004
19610,1375
19620,1975
19630,1409
19640,2033
19650,1363
19660,2017
19670,1429
19680,2038
19690,1418
19700,2035
19710,1486
19720,2170
19730,1523
19740,2137
19750,1594
19760,2000
19770,1399
19780,1949
19790,1419
19800,1963
19810,1454
19820,1990
19830,1425
19840,1612
19850,1615
19860,1574
19870,1565
19880,1573
19890,1515
19900,1968
19910,1690
19920,2983
19930,2832
19940,1598
19950,1408
19960,2166
19970,1611
19980,2058
19990,2041
20000,2035
20010,2062
20020,2018
20030,2009
20040,2032
20050,2074
20060,2261
20070,1965
20080,2343
20090,1957
20100,2357
20110,2039
20120,2355
20130,2031
20140,2291
20150,1942
20160,2194
20170,1738
20180,1910
20190,1599
20200,1841
20210,1499
20220,1728
20230,1489
20240,1744
20250,1535
20260,1712
20270,1570
20280,1755
20290,1520
20300,1741
20310,1584
20320,1712
20330,1601
20340,1726
20350,1594
20360,1709
20370,1567
20380,1687
20390,1567
20400,1647
20410,1614
20420,1679
20430,1622
20440,1745
20450,1820
20460,1790
20470,1795
20480,1744
20490,1710
20500,1653
20510,1700
20520,1684
20530,1687
20540,1671
20550,1746
20560,1649
20570,1835
20580,1741
20590,1847
20600,1773
20610,1850
20620,1744
20630,1938
20640,2003
20650,3229
20660,2757
20670,1392
20680,1648
20690,2085
20700,1787
20710,2001
20720,1784
20730,2063
20740,1826
20750,2153
20760,1872
20770,2171
20780,1907
20790,2215
20800,1958
20810,2320
20820,1998
20830,2374
20840,2065
20850,2447
20860,2007
20870,2359
20880,1904
20890,2176
20900,1699
20910,1934
20920,1456
20930,1783
20940,1311
20950,1706
20960,1239
20970,1661
20980,1278
20990,1601
21000,1621
21010,1653
21020,1637
21030,1645
21040,1646
21050,1971
21060,1195
21070,1775
21080,1245
21090,1677
21100,1157
21110,1665
21120,1136
21130,1664
21140,1134
21150,1665
21160,1113
21170,1699
21180,1117
21190,1776
21200,1296
21210,1861
21220,1270
21230,1778
21240,1187
21250,1777
21260,1177
21270,1855
21280,1177
21290,1814
21300,1238
21310,1965
21320,1274
21330,1989
21340,1329
21350,1991
21360,1408
21370,2031
21380,1369
21390,2337
21400,2770
21410,2867
21420,886
21430,2111
21440,1567
21450,2123
21460,1477
21470,2126
21480,1520
21490,2206
21500,1565
21510,2302
21520,1561
21530,2294
21540,1648
21550,2357
21560,1695
21570,2432
21580,1776
21590,2497
21600,1789
21610,2512
21620,1785
21630,2432
21640,1635
21650,2233
21660,1456
21670,2078
21680,1307
21690,2025
21700,1297
21710,2053
21720,1329
21730,2053
21740,1334
21750,2066
21760,1378
21770,2085
21780,1377
21790,2119
21800,1470
21810,2149
21820,1459
21830,2160
21840,1495
21850,2217
21860,1535
21870,2211
21880,1510
21890,2224
21900,1591
21910,2226
21920,1600
21930,2272
21940,1642
21950,2288
21960,1648
21970,2289
21980,1798
21990,2604
22000,2624
22010,2657
22020,2683
22030,2673
22040,2663
22050,2544
22060,1691
22070,2304
22080,1717
22090,2326
22100,1745
22110,2288
22120,1761
22130,2305
22140,1745
22150,2274
22160,1774
22170,2343
22180,2275
22190,4050
22200,1791
22210,1858
22220,1837
22230,2278
22240,1764
22250,2253
22260,1822
22270,2290
22280,1815
22290,2260
22300,1878
22310,2317
22320,1920
22330,2310
22340,1983
22350,2388
22360,2067
22370,2427
22380,2128
22390,2463
22400,2094
22410,2377
22420,2015
22430,2195
22440,1803
22450,1993
22460,1646
22470,1817
22480,1611
22490,1811
22500,1570
22510,1839
22520,1650
22530,1827
22540,1686
22550,1857
22560,1702
22570,1884
22580,1717
22590,1855
22600,1761
22610,1891
22620,1783
22630,1869
22640,1793
22650,1897
22660,1824
22670,1869
22680,1824
22690,1856
22700,1889
22710,1824
22720,1880
22730,1883
22740,1895
22750,1844
22760,1967
22770,1926
22780,2082
22790,1933
22800,2030
22810,1915
22820,1967
22830,1792
22840,1926
22850,1785
22860,1925
22870,1770
22880,1911
22890,1729
22900,1959
22910,1762
22920,1921
22930,1680
22940,1911
22950,1710
22960,1885
22970,1963
22980,3376
22990,2370
23000,2387
23010,2368
23020,2385
23030,2333
23040,2355
23050,1840
23060,1943
23070,1680
23080,2064
23090,1675
23100,2090
23110,1697
23120,2131
23130,1771
23140,2194
23150,1837
23160,2271
23170,1846
23180,2359
23190,1890
23200,2318
23210,1789
23220,2224
23230,1601
23240,2029
23250,1431
23260,1872
23270,1376
23280,1862
23290,1377
23300,1875
23310,1383
23320,1921
23330,1381
23340,1981
23350,1449
23360,1989
23370,1424
23380,2025
23390,1431
23400,2019
23410,1454
23420,2032
23430,1458
23440,2010
23450,1408
23460,2068
23470,1404
23480,2058
23490,1421
23500,2065
23510,1415
23520,2128
23530,1568
23540,2203
23550,1534
23560,2055
23570,2061
23580,2059
23590,2079
23600,2070
23610,1365
23620,2032
23630,1359
23640,2074
23650,1328
23660,2033
23670,1357
23680,2026
23690,1339
